image_no,nose_x,nose_y,nose_score,neck_x,neck_y,neck_score,right_shoulder_x,right_shoulder_y,right_shoulder_score,right_elbow_x,right_elbow_y,right_elbow_score,right_wrist_x,right_wrist_y,right_wrist_score,left_shoulder_x,left_shoulder_y,left_shoulder_score,left_elbow_x,left_elbow_y,left_elbow_score,left_wrist_x,left_wrist_y,left_wrist_score,mid_hip_x,mid_hip_y,mid_hip_score,right_hip_x,right_hip_y,right_hip_score,right_knee_x,right_knee_y,right_knee_score,right_ankle_x,right_ankle_y,right_ankle_score,left_hip_x,left_hip_y,left_hip_score,left_knee_x,left_knee_y,left_knee_score,left_ankle_x,left_ankle_y,left_ankle_score,right_eye_x,right_eye_y,right_eye_score,left_eye_x,left_eye_y,left_eye_score,right_ear_x,right_ear_y,right_ear_score,left_ear_x,left_ear_y,left_ear_score,left_bigtoe_x,left_bigtoe_y,left_bigtoe_score,left_smalltoe_x,left_smalltoe_y,left_smalltoe_score,left_heel_x,left_heel_y,left_heel_score,right_bigtoe_x,right_bigtoe_y,right_bigtoe_score,right_smalltoe_x,right_smalltoe_y,right_smalltoe_score,right_heel_x,right_heel_y,right_heel_score,label
800,341.83185,253.69434,0.9112898,291.7927,315.3283,0.93369937,241.8172,309.53467,0.82125753,224.1107,412.47446,0.91891205,271.32156,483.22653,0.8727739,339.02438,315.55536,0.9259441,341.99408,389.04126,0.90641856,386.12488,459.5475,0.92412657,268.199,515.5458,0.73164904,224.1596,512.6083,0.7174117,185.93929,668.67755,0.8652895,115.23723,803.9345,0.78716433,300.76746,515.5734,0.7096615,365.41068,627.5097,0.86195135,280.1069,718.6782,0.8536415,327.19592,244.66661,0.8912775,344.80563,244.69208,0.85219336,283.02206,238.90388,0.8225819,0,0,0,303.63763,786.23126,0.7773615,312.4249,768.7788,0.72771865,262.3613,718.7012,0.8549811,153.69429,836.2787,0.83144027,135.90857,836.3861,0.81814647,100.48698,810.0024,0.821929,1
801,341.82547,253.69385,0.91179645,291.79474,315.32822,0.93462723,241.8172,309.53653,0.8213627,224.11101,412.47232,0.9189714,271.32175,483.22617,0.874546,339.02908,315.5554,0.92563945,342.01523,389.02783,0.90552735,386.1233,459.547,0.9268256,268.20035,515.5507,0.7318225,224.1596,512.6122,0.7171064,185.9378,668.6787,0.86542493,115.24651,801.11035,0.78672075,300.7695,515.5811,0.70872575,365.4032,627.5014,0.86552423,280.10678,718.67773,0.85368216,327.18802,244.66722,0.89113486,344.80127,244.69347,0.8540334,283.0224,238.90535,0.8227353,0,0,0,303.63794,786.2316,0.7772885,312.42557,768.7788,0.72765005,262.36105,718.7008,0.8551727,153.69014,836.27,0.832826,135.90613,836.3774,0.8192489,100.48337,809.99713,0.81973594,1
802,362.64908,256.58502,0.9174197,312.4947,312.47275,0.8749429,271.27295,312.4694,0.8450885,277.20578,412.46536,0.87643665,342.0738,477.27536,0.8904469,344.86264,312.43204,0.83654726,347.7887,388.88898,0.85292244,371.41522,444.97958,0.8020458,277.20084,503.88257,0.7487873,244.75198,506.65656,0.73528534,191.82722,665.68585,0.8599944,121.10286,792.2639,0.79905623,315.39722,503.83182,0.76351583,403.64386,618.5338,0.83428705,330.13104,739.2099,0.81422013,350.70758,244.71231,0.9021112,365.56168,244.79997,0.81207776,306.56287,238.86494,0.8192624,0,0,0,386.01407,786.345,0.7490771,383.13614,771.6849,0.652186,309.56473,742.2497,0.74581325,153.52983,836.3959,0.8080484,130.11838,836.3842,0.8016194,103.391785,806.86633,0.7994938,1
803,362.64844,256.5846,0.9178024,312.49728,312.47345,0.8752382,271.27277,312.4686,0.8448541,277.20596,412.4652,0.87626666,342.07474,477.27454,0.89086246,344.8674,312.43277,0.8361691,347.78812,388.89053,0.85260046,371.415,444.982,0.8019386,277.19916,503.88098,0.7489743,244.74983,506.65515,0.73514193,191.82843,665.68353,0.8597019,121.09709,792.2693,0.7984399,315.3965,503.83047,0.7634406,400.83038,618.5401,0.83502746,330.13028,739.2102,0.81452775,350.70694,244.71269,0.90215796,365.56033,244.80116,0.8113086,306.56216,238.86479,0.81908864,0,0,0,386.01898,786.3425,0.75223505,383.14102,771.6819,0.65393376,309.56363,742.2513,0.74640876,153.54124,836.3974,0.8070729,130.12505,836.3898,0.8018563,103.384384,806.86633,0.7991857,1
804,386.09985,256.56543,0.9179033,330.1499,309.47827,0.7802435,300.6995,306.5789,0.78847325,335.9664,409.4584,0.84698236,409.5722,465.55585,0.87134045,359.57706,306.6307,0.7356866,353.70526,388.93057,0.07357867,0,0,0,297.72052,506.65594,0.7697101,268.22092,506.67783,0.7304693,200.71931,651.02875,0.873863,115.28542,786.3672,0.8264725,333.1047,503.89676,0.7532988,433.17963,603.8454,0.8882919,409.4618,756.87933,0.81146234,371.35565,244.66646,0.8984243,389.04065,244.7969,0.8304132,330.1542,238.84067,0.82765555,0,0,0,477.3112,768.78186,0.7027032,468.47144,765.63666,0.6646561,386.1647,768.6882,0.73069346,150.58821,836.4151,0.79423213,127.11728,836.2836,0.8028269,100.5074,789.32874,0.7979363,1
805,386.0992,256.56668,0.91717887,333.01398,309.49207,0.78539217,300.6876,306.57056,0.78826207,335.96765,409.45746,0.8466792,409.58096,465.56393,0.8718312,362.3986,309.4856,0.7494262,356.59714,388.96964,0.08300714,0,0,0,297.7201,506.65353,0.7701409,268.2174,506.67175,0.73091745,200.71979,651.0308,0.87361175,115.28393,786.3661,0.827047,333.10892,503.89774,0.7539549,433.1776,603.84564,0.8883037,409.46124,756.87885,0.81185997,371.35632,244.66899,0.8991054,389.04068,244.79993,0.8288696,330.15536,238.84222,0.82732415,0,0,0,477.30862,768.77936,0.7036171,468.46625,762.9101,0.6658919,386.16415,768.68463,0.7318076,150.59344,836.4222,0.79458123,127.123985,836.2882,0.80306935,100.50783,789.3249,0.8007946,1
806,409.4493,262.48312,0.91169524,344.92645,309.49878,0.7736582,330.14215,309.56476,0.7886422,371.29318,409.50598,0.86605966,439.03082,465.4921,0.8695575,365.60922,303.70764,0.70772636,362.49628,409.54895,0.10914757,0,0,0,321.31833,506.81635,0.7572748,294.76428,506.83417,0.7357416,227.21257,648.0165,0.8617802,118.17417,765.88416,0.81001496,350.7568,506.83945,0.71582377,459.69946,603.8639,0.88321507,480.32135,753.9266,0.7935528,389.15952,244.84854,0.9518421,412.5077,247.6318,0.85386586,347.78815,238.82799,0.83274275,0,0,0,553.75256,753.99536,0.6930784,550.75226,745.1504,0.6752588,471.37866,774.5523,0.68375045,144.76308,833.465,0.768539,124.060684,827.5788,0.7321218,97.62538,768.70044,0.79301345,1
807,409.44525,262.4899,0.9117931,344.92166,309.50436,0.7739529,330.1329,309.56915,0.7887386,368.51953,409.49445,0.86585444,439.0175,465.48367,0.87145495,365.60614,306.54544,0.70630014,359.60495,409.55783,0.10652366,0,0,0,321.3175,506.81668,0.7574426,294.76196,506.83353,0.7358546,227.21448,648.0144,0.8614784,118.18179,765.8862,0.80991083,350.75693,506.8401,0.71595937,459.69818,603.8617,0.88308555,480.32065,753.92474,0.7936512,389.1632,244.85281,0.95075387,412.50195,247.63672,0.84816015,347.79352,238.84004,0.83295864,0,0,0,553.7547,753.99713,0.69311905,550.75275,745.151,0.6752308,471.37924,774.54755,0.68444735,144.76266,833.46356,0.76843536,124.06334,827.5759,0.7330725,97.63302,768.7029,0.7927212,1
808,424.26624,268.4379,0.91685486,362.58154,315.45987,0.8215317,347.7753,318.4086,0.8167769,397.79504,412.58102,0.84859586,459.531,477.30127,0.91565454,377.27487,312.44632,0.65619457,365.5437,418.4237,0.11098284,0,0,0,353.7222,518.5068,0.69435036,327.17108,518.54285,0.6639875,283.08875,662.69257,0.7962779,129.96436,739.12915,0.82485706,383.0462,521.41656,0.6900128,483.15646,621.3795,0.88946,530.2017,762.698,0.8103895,412.45633,250.72408,0.92825764,433.00607,253.64426,0.586183,365.52368,244.84305,0.93576753,0,0,0,597.9692,762.77106,0.7565861,594.9703,756.8948,0.6837995,527.25824,786.3007,0.7701828,106.359116,809.76434,0.8087626,88.75551,792.2076,0.72229946,115.26895,721.64264,0.6403963,1
809,421.4283,268.43622,0.91679883,362.58234,315.4614,0.82161504,347.77887,318.40765,0.8164538,397.7927,412.57898,0.849028,459.53003,477.30225,0.91689944,377.2781,312.45108,0.6567539,365.55176,418.42545,0.114605844,0,0,0,353.72342,518.5139,0.69418204,327.1739,518.5486,0.66359127,283.08426,662.6898,0.79575074,129.96936,739.1314,0.8256068,383.04596,521.4261,0.68998075,483.1562,621.38617,0.8922783,530.20636,762.6985,0.8104922,412.44937,250.72398,0.92833585,432.99817,253.64803,0.59212303,365.52325,244.84204,0.9355649,0,0,0,597.9673,762.77057,0.75635564,594.97174,756.8961,0.68319845,527.2654,786.3007,0.7691866,106.35578,809.7699,0.8095087,88.755486,792.214,0.7220047,115.27953,721.641,0.6419394,1
810,435.974,288.89615,0.9378264,380.21384,324.23053,0.7216596,368.45258,336.06995,0.82014567,412.42075,430.19388,0.87784535,465.49634,486.1766,0.8641907,388.95764,318.31448,0.68909085,386.07663,415.52887,0.06087871,444.9121,462.64606,0.056395464,389.01373,512.6857,0.7223507,371.37045,518.49756,0.6704186,365.48944,668.5133,0.8914987,191.84438,689.256,0.6927881,409.53723,512.5931,0.6780201,506.7406,624.4615,0.9104713,547.90356,765.865,0.8438241,427.21237,268.45993,0.91150796,436.24997,271.27887,0.64576524,383.08978,256.61972,0.8388338,0,0,0,606.87054,777.46027,0.7827928,600.987,765.87885,0.8216664,533.25195,789.26495,0.8193352,129.9675,748.0436,0.640441,124.14243,736.332,0.586191,174.19514,671.4916,0.5615685,1
811,435.97552,288.8985,0.93792725,380.20877,324.2297,0.72127557,368.4526,336.07184,0.82020164,412.41946,430.19034,0.87705636,465.49216,486.1726,0.8653535,388.95126,318.31165,0.68839043,386.06757,415.5323,0.06099333,442.08704,462.60883,0.055187996,389.0126,512.692,0.7219634,371.37112,518.5052,0.6705644,365.4837,668.5137,0.892293,191.84004,689.25726,0.6942685,409.53458,512.5999,0.67749804,506.7394,624.46106,0.91048205,547.90283,765.8648,0.84377325,427.2153,268.46063,0.91157246,436.25046,271.27917,0.64411366,383.0887,256.61945,0.8386056,0,0,0,606.8699,777.4609,0.78282607,600.9865,765.87885,0.8216543,533.2514,789.2644,0.8195237,129.96364,745.27136,0.6412766,124.143074,736.32965,0.5871309,174.19594,671.4942,0.56328917,1
812,435.97467,288.89862,0.93824744,380.22095,324.22546,0.72332615,368.44672,336.06314,0.82062197,412.4198,430.19308,0.8776729,465.4897,486.17352,0.86591464,388.97513,318.31174,0.69172966,386.10416,415.51642,0.06231,442.08456,462.59564,0.056592453,389.01465,512.68097,0.7233268,371.36047,518.49194,0.6707434,365.50165,668.5033,0.889001,191.8263,689.26263,0.69285065,409.5432,512.58777,0.6796952,506.73083,624.45807,0.9121203,547.90314,765.864,0.8438271,427.21454,268.4631,0.9117011,436.25217,271.2795,0.6522224,383.08786,256.62076,0.83841497,0,0,0,606.86975,777.46063,0.78281075,600.98627,765.8791,0.8218128,533.25214,789.26373,0.8189845,129.96259,748.0441,0.6414604,124.13605,736.3319,0.5864368,174.18588,671.5027,0.5648839,1
813,435.9744,288.8998,0.9379574,380.21506,324.22455,0.7224029,368.4485,336.06732,0.8204602,409.73788,430.17456,0.87658155,462.7155,486.15527,0.8675574,388.96527,318.30847,0.6895889,386.08765,415.53638,0.06186405,444.90668,462.63425,0.057149857,389.01648,515.5281,0.72218055,371.35876,518.5071,0.67083037,365.49738,668.5081,0.8903146,191.84576,689.252,0.6891986,409.53256,512.6116,0.6783073,506.728,624.4532,0.91328645,547.90735,765.8693,0.84353364,427.21313,268.46133,0.91121554,436.2498,271.2789,0.6487859,383.091,256.61234,0.8392958,0,0,0,606.8677,777.46545,0.7825974,600.98535,765.8826,0.82129514,533.25696,789.2674,0.81800157,129.96346,748.0412,0.63863397,124.13862,736.3271,0.5828955,174.19803,671.4861,0.5587111,1
814,447.83603,294.70938,0.91418463,386.0649,333.1248,0.75130916,383.15714,341.88013,0.8108342,412.5823,439.01813,0.8833853,462.56458,503.72174,0.9200616,386.05954,318.47867,0.6177278,0,0,0,0,0,0,403.665,506.79523,0.6620239,400.759,509.68607,0.6944526,527.2015,624.49396,0.8831121,550.7922,765.8324,0.80258954,400.80768,506.71255,0.5452047,480.1398,647.91895,0.7338943,303.63223,668.60815,0.63415396,436.01294,277.17603,0.9236995,456.53992,280.12186,0.57887876,391.94595,271.1718,0.9223472,0,0,0,221.28769,692.2183,0.24124366,227.1457,692.27423,0.23176184,268.37415,665.6047,0.44622454,615.5888,771.6636,0.7406849,600.88025,783.4181,0.8293211,533.2744,789.1657,0.8401948,1
815,447.8367,294.70932,0.91421515,386.062,333.12134,0.75074553,383.15762,341.87833,0.810975,412.58347,439.0156,0.8837204,462.5678,503.72186,0.9195162,386.05273,318.47556,0.6185467,0,0,0,0,0,0,400.8333,506.78067,0.6615466,400.75912,509.67947,0.69440585,527.2034,624.49316,0.8831368,550.79156,765.8322,0.8024939,400.79758,506.708,0.5444927,480.14227,647.9186,0.7334256,303.63556,668.60583,0.6351733,436.01324,277.1755,0.9238673,456.53983,280.1201,0.58002055,391.94495,271.17163,0.9224412,0,0,0,221.3074,692.18994,0.23627535,227.1675,692.2521,0.22774276,268.37576,665.6055,0.44582942,615.58954,771.66144,0.74105275,600.88025,783.41656,0.8297473,533.27374,789.1653,0.8408832,1
816,456.71176,300.68073,0.90972584,386.13354,338.81235,0.78853,391.96606,347.7675,0.7963084,409.56113,450.83975,0.8551154,456.68423,512.6142,0.891258,374.3446,318.377,0.7124033,0,0,0,0,0,0,412.56573,512.5844,0.62461776,412.63757,515.6295,0.6753061,536.13007,618.5261,0.6838501,550.7716,762.8905,0.28393358,409.631,509.65826,0.48169056,527.26074,618.6128,0.6710199,550.83655,765.72675,0.75247145,444.93036,291.73138,0.8762108,459.5814,291.78394,0.4803595,406.67984,274.233,0.8984894,0,0,0,615.6168,777.4702,0.68949115,606.78314,768.7535,0.6323367,533.2401,789.22546,0.68565464,600.9459,783.3598,0.22976263,597.9771,786.42633,0.17455702,536.1806,789.3036,0.23761854,1
817,456.71136,300.6809,0.9098214,386.13153,338.81354,0.78915524,391.96777,347.76846,0.79605395,409.5609,450.83908,0.8555843,456.68417,512.6136,0.89128095,374.34,318.37833,0.7128799,0,0,0,0,0,0,412.56345,512.5856,0.6244597,412.63858,515.6292,0.67542213,536.1251,618.5304,0.68444633,550.7724,762.8888,0.28881449,409.62732,509.6597,0.48161048,527.26013,618.61127,0.6702538,550.83795,765.7291,0.7511965,444.93048,291.7307,0.8762685,459.58087,291.783,0.48069787,406.68048,274.23303,0.89866793,0,0,0,615.6167,777.4635,0.68675095,606.78564,768.7495,0.62943524,533.2414,789.22766,0.68425894,600.9583,783.3477,0.23291612,597.9857,786.4192,0.17850444,536.1872,789.3011,0.24155734,1
818,459.68762,300.78033,0.8886921,386.10568,330.18484,0.86496997,394.9341,342.06458,0.8210939,391.92578,453.77444,0.87697816,430.26138,521.4477,0.84397155,368.49188,315.38196,0.8086327,409.5357,362.46045,0.49633598,459.7371,371.30228,0.76371133,412.57166,506.7315,0.7442001,433.18723,503.6833,0.71186393,568.55597,571.52985,0.8436166,668.4823,662.7607,0.7371294,391.99054,512.6006,0.6564823,506.8875,624.44385,0.8891993,550.83215,765.821,0.8589545,453.76654,291.76355,0.9208075,462.6897,291.85068,0.46920794,409.66858,274.1751,0.9424306,0,0,0,615.5771,774.57404,0.7400739,601.0576,768.70514,0.754766,539.0751,789.2013,0.80743754,733.30817,639.14294,0.3078868,718.6885,651.02454,0.36806062,668.6855,677.5042,0.5817419,1
819,459.68973,300.78094,0.8882505,386.1056,330.18524,0.864771,394.93387,342.0646,0.8210773,391.9255,453.77554,0.8772613,430.25995,521.44714,0.8435959,368.49213,315.3822,0.8085084,409.5366,362.46115,0.49616235,459.73648,371.30304,0.76379573,412.57196,506.73145,0.7442685,433.1873,503.68283,0.7117899,568.553,571.5284,0.84372747,668.4858,662.7663,0.7387622,391.99112,512.60077,0.65638936,506.88733,624.44366,0.8892876,550.8313,765.8213,0.85904163,453.76703,291.76352,0.9207486,462.6937,291.8505,0.468527,409.66824,274.17615,0.94221246,0,0,0,615.578,774.574,0.7401686,601.0578,768.7046,0.7544793,539.07196,789.2015,0.8074405,733.31104,639.1554,0.31278902,718.68475,653.84937,0.3721377,668.6865,677.51434,0.5854201,1
820,459.77585,294.8675,0.94544595,388.9381,324.27548,0.858851,391.9655,341.9581,0.8232367,380.11096,439.11795,0.8309914,406.62747,515.5269,0.8317695,383.09686,303.69742,0.7425773,450.8191,350.76718,0.8128919,512.6016,368.51105,0.82528627,412.55655,497.86743,0.68644875,433.06223,483.30203,0.72015136,577.5084,562.691,0.8252589,706.9107,639.1543,0.79241145,392.02484,506.6528,0.62844235,506.73807,624.4369,0.9009741,550.75476,765.7741,0.8503128,456.64777,283.08438,0.90100855,468.42194,285.939,0.24573654,412.56003,271.21725,0.9612389,0,0,0,615.67194,774.6043,0.7449296,603.85675,768.70746,0.74288523,536.19226,789.168,0.8247578,759.7974,636.2443,0.58076954,751.025,644.9746,0.6713134,715.7875,645.17847,0.73266864,1
821,459.7682,294.86795,0.94627416,388.93637,324.27362,0.8594806,391.96582,341.95505,0.82380027,380.11203,439.11646,0.83159316,406.625,515.522,0.8317183,383.09296,303.6976,0.74237376,450.8178,350.76987,0.8127481,512.59534,368.51108,0.8253199,412.55148,497.86765,0.6869891,433.05835,483.30154,0.71999645,577.4989,562.6842,0.82809263,706.9108,639.15326,0.79212534,392.0182,506.6527,0.6299,506.73917,624.43756,0.90112764,550.7566,765.7724,0.8503433,456.64587,283.08322,0.90052354,465.60156,285.95932,0.24067587,412.56204,271.21545,0.96127146,0,0,0,615.67944,774.6097,0.74385804,603.86426,768.7117,0.73996425,536.1953,789.16583,0.8232874,759.80347,636.24286,0.581069,751.02765,644.975,0.6713263,715.78864,645.1793,0.7340666,1
822,465.51608,280.12357,0.86768717,391.94296,315.54446,0.88509697,389.00812,338.8549,0.85450613,359.48245,430.09732,0.8493524,385.92538,506.71603,0.90731066,394.95135,294.90015,0.70348734,471.4562,342.0331,0.866903,544.98676,368.4212,0.83356774,409.71445,483.2977,0.6835435,430.1739,480.1178,0.67059535,574.40375,551.0008,0.90433383,680.44135,633.267,0.7805567,392.0075,500.7968,0.588991,494.9943,618.46576,0.80608416,550.8482,762.8137,0.8575923,456.7474,268.41556,0.9784982,468.4192,265.43066,0.22210202,412.71564,265.36838,0.9244187,0,0,0,618.4997,774.59845,0.7095299,603.91,765.8675,0.70382726,542.0456,786.28534,0.79106724,718.6542,624.47266,0.58470464,718.6182,630.4137,0.7124717,692.03033,647.9997,0.78856933,1
823,465.5137,280.1239,0.86818886,391.94437,315.54483,0.884769,389.00766,338.85425,0.8542396,359.48355,430.0974,0.8496123,385.92557,506.71716,0.90895325,394.95386,294.90173,0.70299435,471.4624,342.0351,0.8649741,544.99164,368.4155,0.833596,409.7168,483.29803,0.68301517,430.17456,480.12057,0.67062306,574.4005,550.99945,0.9047591,680.4412,633.2655,0.7801771,392.01218,500.79385,0.5875484,494.9968,618.46356,0.80582005,550.8441,762.80524,0.856076,456.74576,268.416,0.9784841,465.61432,265.4377,0.2224837,412.71457,265.36792,0.9246446,0,0,0,618.50305,774.61237,0.70933807,603.91437,765.8718,0.7005648,542.0462,786.2769,0.78806233,718.6583,624.4644,0.5876513,718.6196,630.408,0.71535873,692.0316,647.998,0.7893683,1
824,465.53738,268.21622,0.9032595,391.96075,300.78186,0.81675124,386.14706,315.45496,0.86687666,341.9538,409.5263,0.9160576,365.33957,497.85992,0.8777123,406.66458,291.80798,0.71869946,480.226,341.89792,0.8743293,556.79175,365.544,0.88249177,415.53458,480.21265,0.6831826,439.05328,465.5554,0.6376368,553.8271,550.9625,0.9311611,630.39703,651.07086,0.7875716,391.98767,486.2226,0.6190293,483.24884,612.7265,0.8373854,550.74713,759.81226,0.807245,459.53378,250.6701,0.93325096,0,0,0,415.5347,247.86855,0.9111238,0,0,0,615.5991,774.5895,0.6743575,603.8917,765.8741,0.6676258,539.09796,780.44214,0.72096884,0,0,0,0,0,0,639.2043,671.50354,0.82881004,1
825,465.53604,268.21542,0.903402,391.95987,300.77948,0.8171964,386.14594,315.45004,0.8672154,341.95404,409.52628,0.9160732,365.34158,497.8616,0.8778688,406.66602,291.80887,0.7192199,480.2247,341.89755,0.8743668,556.7914,365.54382,0.8825037,415.53467,480.2135,0.6827163,439.05243,465.557,0.6373694,553.8273,550.96387,0.9314468,630.3947,651.0742,0.78723335,391.98895,486.22372,0.61829984,483.24966,612.72437,0.83729625,550.7458,759.80994,0.8073225,459.53348,250.66917,0.9335694,0,0,0,415.53705,247.86954,0.9104532,0,0,0,615.5981,774.59174,0.67500925,603.8923,765.87445,0.6675968,539.094,780.4386,0.72162753,0,0,0,0,0,0,639.1982,671.5048,0.82930976,1
826,465.51498,247.82777,0.90668434,389.09677,291.975,0.86443233,389.02164,300.77582,0.8418161,339.09174,389.04312,0.9444137,356.56296,483.30737,0.8612201,394.90234,280.15695,0.6694896,477.25482,339.10788,0.8577148,556.75714,365.58078,0.88482994,412.60822,480.13583,0.7270061,436.17157,462.69366,0.66287416,530.1796,553.7947,0.90579385,568.5619,677.4907,0.7791593,389.0517,483.31757,0.6829492,480.1948,606.8026,0.857796,542.07745,745.11426,0.80669516,459.5406,241.85037,0.92540586,0,0,0,421.39005,244.71579,0.89825547,0,0,0,603.94653,768.6537,0.7546385,600.9162,762.89264,0.7278174,533.2208,765.6389,0.8498396,601.1406,765.9214,0.09243326,0,0,0,568.5445,692.14465,0.6798115,1
827,465.5157,247.82663,0.9068078,389.0958,291.97504,0.8644866,389.02087,300.77295,0.8420224,339.09042,389.04083,0.9450316,356.56033,483.30444,0.8613985,394.9007,280.1587,0.669734,477.25668,339.10745,0.85754794,556.74963,365.5783,0.8849047,412.60425,480.14163,0.7282399,436.17563,465.49597,0.66348064,530.1798,553.79346,0.9060804,568.55927,677.48914,0.7794269,389.05945,486.0981,0.68241596,480.19266,606.80035,0.85791475,542.0757,745.11414,0.806502,459.54092,241.84981,0.92550164,0,0,0,421.3908,244.71545,0.89845663,0,0,0,603.9475,768.6535,0.7534442,600.9149,762.89325,0.7268342,533.22064,765.63904,0.8498151,601.1434,765.92267,0.09263217,0,0,0,568.5415,692.1449,0.68043476,1
828,459.7979,244.67238,0.9344149,389.11807,291.89618,0.84042037,389.11526,297.7408,0.8575043,341.89987,385.99237,0.9366071,347.83356,480.3355,0.87907904,392.00674,283.0697,0.656205,471.37708,342.0038,0.82763755,553.7047,380.12296,0.8695537,412.4825,483.1214,0.7247616,433.18457,477.27182,0.66247153,503.8228,574.4103,0.8941237,506.79388,700.99554,0.80661124,389.03058,489.0381,0.6544074,474.32846,600.9094,0.8662181,533.24426,739.3558,0.75737834,456.69028,227.18134,0.9081295,0,0,0,424.3071,241.72093,0.8551064,0,0,0,600.82666,765.72516,0.71836436,595.0093,762.6949,0.58848256,530.3382,762.6541,0.7297291,509.68652,739.19226,0.20969173,506.7182,739.1285,0.33950388,500.8586,718.5687,0.53853697,1
829,459.8003,244.67256,0.93438953,389.1176,291.89487,0.84053946,389.11667,297.7409,0.8574943,341.90002,385.99176,0.9365996,347.8331,480.3364,0.87896633,392.00418,283.06653,0.65647596,471.37665,342.00357,0.82794696,553.7046,380.12192,0.8684446,412.4828,483.12225,0.72511166,433.18823,477.2704,0.6628547,503.82364,574.40967,0.8942325,506.79315,700.99255,0.8065224,389.02713,489.04135,0.65485024,474.32642,600.9109,0.8662239,533.24384,739.3571,0.75749326,456.69254,227.18066,0.9088147,0,0,0,424.30676,241.71945,0.85488266,0,0,0,600.8269,765.725,0.71873355,595.00854,762.69434,0.5892024,530.3385,762.6555,0.73036826,509.693,739.18964,0.2095593,506.72147,739.12714,0.33944428,500.85843,718.5651,0.53782,1
830,456.8292,241.8543,0.9197315,391.90973,294.8007,0.8289899,397.7965,300.72876,0.8004194,353.70593,388.96176,0.8645521,359.60764,483.17825,0.9119482,388.9916,288.9095,0.65098053,462.6178,356.6212,0.78470486,547.8425,388.97745,0.8753181,430.136,483.19083,0.6814197,421.35645,486.19894,0.59946084,471.3797,603.83026,0.73909944,524.3314,736.2834,0.7170081,436.11182,480.1624,0.52172863,477.28717,598.0018,0.72114587,483.34082,715.7252,0.80574846,453.72235,227.10074,0.88513243,0,0,0,427.22916,241.78835,0.862012,0,0,0,574.51666,756.8802,0.08430734,0,0,0,477.2742,730.4732,0.7640442,580.32684,759.75916,0.69658387,568.5794,762.82135,0.6871708,512.6026,745.1533,0.6412591,1
831,341.8136,218.21669,0.9344198,327.2513,274.296,0.8691853,274.196,277.1473,0.8552678,235.985,362.49017,0.89868104,247.7634,447.84247,0.8687039,383.08887,274.24548,0.88581574,391.94675,341.79517,0.8621062,409.65244,362.4929,0.9057473,341.8369,450.80194,0.83123755,306.64352,453.79135,0.7608082,315.35632,574.4514,0.9771348,300.70117,668.67303,0.8600149,377.26175,444.89655,0.75072485,394.90546,556.7612,0.8733813,386.1783,668.7071,0.9537554,327.2143,200.78757,0.90048796,347.79214,200.79123,0.9031904,300.70978,215.39957,0.86302716,362.36008,212.4309,0.056642264,412.62936,692.2689,0.8848614,418.39078,689.20844,0.83987296,374.28134,677.46173,0.7964653,306.5882,700.9702,0.7966698,291.72015,695.22943,0.87122554,306.63724,674.4952,0.69969636,0
832,1351.3464,362.6128,0.9890277,1366.1368,412.72842,0.8793333,1324.8651,415.58823,0.85819197,1307.4401,503.691,0.911234,1304.2744,574.3297,0.95963836,1410.3717,412.61328,0.8764197,1442.737,497.90866,0.8743661,1421.9999,571.43805,0.907711,1360.3333,577.3715,0.8246616,1330.8292,577.39667,0.86291397,1327.759,689.2603,0.89945304,1345.4841,801.03015,0.82900023,1395.6572,577.4333,0.8163012,1398.6636,695.03436,0.95064926,1410.3236,815.7858,0.8416627,1339.6465,350.7404,0.86684227,1360.2534,356.58133,0.86551064,1327.9042,362.4638,0.051177226,1380.9564,362.43762,0.86885124,1377.8694,839.376,0.86046827,1398.4891,845.2297,0.7921961,1422.102,833.31757,0.86098486,1304.3541,830.3788,0.85556406,1304.3075,815.7475,0.8552803,1354.3324,809.9622,0.96924794,0
833,356.62714,197.6217,0.9174298,339.04565,262.4876,0.9186872,294.7039,253.69395,0.85921705,244.838,330.12738,0.89285916,288.95123,409.5665,0.8844938,385.98004,265.41095,0.90750897,380.15732,338.98975,0.82666856,415.53152,342.0956,0.88710785,344.94864,433.24048,0.83811283,318.2436,436.11322,0.82727206,315.4824,559.75446,0.8783139,294.71222,695.23346,0.88717777,383.04208,433.11838,0.83026993,412.44608,547.8425,0.9186823,362.44333,642.1776,0.90447855,339.10175,185.93785,0.9138894,362.5216,183.05122,0.91804695,315.4565,200.57652,0.97032416,0,0,0,403.73645,674.4837,0.86217755,403.7472,668.6514,0.8773276,339.0992,647.91064,0.8568701,336.03256,724.50977,0.8565425,315.46933,730.4098,0.79488176,283.08276,712.6744,0.78878546,0
